voucher_no,voucher_date,supplier_id,supplier_name,product_id,stock_item,pack,qty,unit,rate,discount_pct,taxable_amount,gst_amount,invoice_amount,godown
PUR000643,2026-02-22,SUP014,Dabur India Jaipur,PRD0027,Dabur Amla Hair Oil,500ml,299,PCS,67.89,2.0,19893.13,3580.76,23473.89,Tonk Branch
PUR000644,2026-03-31,SUP015,Dabur India Jaipur,PRD0027,Dabur Amla Hair Oil,500ml,186,PCS,67.7,3.0,12214.43,2198.6,14413.03,Tonk Branch
PUR000645,2026-04-29,SUP001,Dabur India Jaipur,PRD0027,Dabur Amla Hair Oil,500ml,244,PCS,68.45,3.0,16200.75,2916.14,19116.89,Main Godown
PUR000646,2026-06-01,SUP002,Dabur India Jaipur,PRD0027,Dabur Amla Hair Oil,500ml,133,PCS,68.03,0.0,9047.99,1628.64,10676.63,Tonk Branch
PUR000647,2026-06-21,SUP003,Dabur India Jaipur,PRD0027,Dabur Amla Hair Oil,500ml,110,PCS,67.8,3.0,7234.26,1302.17,8536.43,Main Godown
PUR000648,2026-07-29,SUP004,Dabur India Jaipur,PRD0027,Dabur Amla Hair Oil,500ml,151,PCS,67.89,3.0,9943.85,1789.89,11733.74,Tonk Branch
PUR000649,2024-09-01,SUP005,ITC Tobacco & Foods Jaipur,PRD0028,Vivel Soap,100g,346,PCS,20.0,0.0,6920.0,1245.6,8165.6,Tonk Branch
PUR000650,2024-09-24,SUP006,ITC Tobacco & Foods Jaipur,PRD0028,Vivel Soap,100g,95,PCS,19.98,0.0,1898.1,341.66,2239.76,Tonk Branch
PUR000651,2024-10-27,SUP007,ITC Tobacco & Foods Jaipur,PRD0028,Vivel Soap,100g,240,PCS,20.13,1.0,4782.89,860.92,5643.81,Main Godown
PUR000652,2024-11-26,SUP008,ITC Tobacco & Foods Jaipur,PRD0028,Vivel Soap,100g,351,PCS,20.02,3.0,6816.21,1226.92,8043.13,Main Godown
PUR000653,2024-12-20,SUP009,ITC Tobacco & Foods Jaipur,PRD0028,Vivel Soap,100g,396,PCS,20.06,0.0,7943.76,1429.88,9373.64,Main Godown
PUR000654,2025-01-22,SUP010,ITC Tobacco & Foods Jaipur,PRD0028,Vivel Soap,100g,247,PCS,19.99,2.0,4838.78,870.98,5709.76,Main Godown
PUR000655,2025-02-20,SUP011,ITC Tobacco & Foods Jaipur,PRD0028,Vivel Soap,100g,311,PCS,20.1,0.0,6251.1,1125.2,7376.3,Main Godown
PUR000656,2025-04-01,SUP012,ITC Tobacco & Foods Jaipur,PRD0028,Vivel Soap,100g,98,PCS,20.12,0.0,1971.76,354.92,2326.68,Tonk Branch
PUR000657,2025-04-20,SUP013,ITC Tobacco & Foods Jaipur,PRD0028,Vivel Soap,100g,214,PCS,19.92,1.0,4220.25,759.64,4979.89,Main Godown
PUR000658,2025-05-25,SUP014,ITC Tobacco & Foods Jaipur,PRD0028,Vivel Soap,100g,332,PCS,20.07,1.0,6596.61,1187.39,7784.0,Main Godown
PUR000659,2025-06-26,SUP015,ITC Tobacco & Foods Jaipur,PRD0028,Vivel Soap,100g,100,PCS,20.19,1.0,1998.81,359.79,2358.6,Tonk Branch
PUR000660,2025-08-01,SUP001,ITC Tobacco & Foods Jaipur,PRD0028,Vivel Soap,100g,287,PCS,19.99,0.0,5737.13,1032.68,6769.81,Tonk Branch
PUR000661,2025-08-30,SUP002,ITC Tobacco & Foods Jaipur,PRD0028,Vivel Soap,100g,188,PCS,20.02,0.0,3763.76,677.48,4441.24,Main Godown
PUR000662,2025-09-25,SUP003,ITC Tobacco & Foods Jaipur,PRD0028,Vivel Soap,100g,580,PCS,19.96,2.0,11345.26,2042.15,13387.41,Tonk Branch
PUR000663,2025-10-24,SUP004,ITC Tobacco & Foods Jaipur,PRD0028,Vivel Soap,100g,228,PCS,19.9,0.0,4537.2,816.7,5353.9,Tonk Branch
PUR000664,2025-11-18,SUP005,ITC Tobacco & Foods Jaipur,PRD0028,Vivel Soap,100g,47,PCS,20.18,0.0,948.46,170.72,1119.18,Tonk Branch
PUR000665,2025-12-27,SUP006,ITC Tobacco & Foods Jaipur,PRD0028,Vivel Soap,100g,155,PCS,20.12,2.0,3056.23,550.12,3606.35,Main Godown
PUR000666,2026-01-20,SUP007,ITC Tobacco & Foods Jaipur,PRD0028,Vivel Soap,100g,403,PCS,20.07,2.0,7926.45,1426.76,9353.21,Tonk Branch
PUR000667,2026-02-28,SUP008,ITC Tobacco & Foods Jaipur,PRD0028,Vivel Soap,100g,232,PCS,19.96,0.0,4630.72,833.53,5464.25,Tonk Branch
PUR000668,2026-03-29,SUP009,ITC Tobacco & Foods Jaipur,PRD0028,Vivel Soap,100g,130,PCS,20.07,2.0,2556.92,460.25,3017.17,Main Godown
PUR000669,2026-04-20,SUP010,ITC Tobacco & Foods Jaipur,PRD0028,Vivel Soap,100g,287,PCS,19.94,1.0,5665.55,1019.8,6685.35,Main Godown
PUR000670,2026-05-29,SUP011,ITC Tobacco & Foods Jaipur,PRD0028,Vivel Soap,100g,281,PCS,20.16,3.0,5495.01,989.1,6484.11,Tonk Branch
PUR000671,2026-06-20,SUP012,ITC Tobacco & Foods Jaipur,PRD0028,Vivel Soap,100g,106,PCS,20.03,0.0,2123.18,382.17,2505.35,Main Godown
PUR000672,2026-07-25,SUP013,ITC Tobacco & Foods Jaipur,PRD0028,Vivel Soap,100g,342,PCS,20.15,1.0,6822.39,1228.03,8050.42,Main Godown
PUR000673,2024-09-01,SUP014,P&G Sub-Distributor Tonk,PRD0029,Gillette Mach3 Razor,2pcs,310,PCS,94.53,2.0,28718.21,5169.28,33887.49,Main Godown
PUR000674,2024-09-24,SUP015,P&G Sub-Distributor Tonk,PRD0029,Gillette Mach3 Razor,2pcs,333,PCS,94.74,3.0,30601.97,5508.35,36110.32,Main Godown
PUR000675,2024-10-19,SUP001,P&G Sub-Distributor Tonk,PRD0029,Gillette Mach3 Razor,2pcs,307,PCS,95.7,0.0,29379.9,5288.38,34668.28,Tonk Branch
PUR000676,2024-11-26,SUP002,P&G Sub-Distributor Tonk,PRD0029,Gillette Mach3 Razor,2pcs,132,PCS,94.79,0.0,12512.28,2252.21,14764.49,Main Godown
PUR000677,2024-12-27,SUP003,P&G Sub-Distributor Tonk,PRD0029,Gillette Mach3 Razor,2pcs,261,PCS,95.22,1.0,24603.9,4428.7,29032.6,Tonk Branch
PUR000678,2025-01-18,SUP004,P&G Sub-Distributor Tonk,PRD0029,Gillette Mach3 Razor,2pcs,302,PCS,94.98,0.0,28683.96,5163.11,33847.07,Main Godown
PUR000679,2025-02-17,SUP005,P&G Sub-Distributor Tonk,PRD0029,Gillette Mach3 Razor,2pcs,53,PCS,95.24,2.0,4946.77,890.42,5837.19,Tonk Branch
PUR000680,2025-03-27,SUP006,P&G Sub-Distributor Tonk,PRD0029,Gillette Mach3 Razor,2pcs,126,PCS,95.49,3.0,11670.79,2100.74,13771.53,Tonk Branch
PUR000681,2025-04-19,SUP007,P&G Sub-Distributor Tonk,PRD0029,Gillette Mach3 Razor,2pcs,314,PCS,95.02,0.0,29836.28,5370.53,35206.81,Main Godown
PUR000682,2025-05-30,SUP008,P&G Sub-Distributor Tonk,PRD0029,Gillette Mach3 Razor,2pcs,301,PCS,95.88,0.0,28859.88,5194.78,34054.66,Main Godown
PUR000683,2025-06-30,SUP009,P&G Sub-Distributor Tonk,PRD0029,Gillette Mach3 Razor,2pcs,106,PCS,95.25,1.0,9995.53,1799.2,11794.73,Tonk Branch
PUR000684,2025-07-19,SUP010,P&G Sub-Distributor Tonk,PRD0029,Gillette Mach3 Razor,2pcs,156,PCS,95.18,0.0,14848.08,2672.65,17520.73,Main Godown
PUR000685,2025-09-01,SUP011,P&G Sub-Distributor Tonk,PRD0029,Gillette Mach3 Razor,2pcs,211,PCS,94.69,2.0,19580.0,3524.4,23104.4,Main Godown
PUR000686,2025-09-23,SUP012,P&G Sub-Distributor Tonk,PRD0029,Gillette Mach3 Razor,2pcs,296,PCS,95.16,0.0,28167.36,5070.12,33237.48,Tonk Branch
PUR000687,2025-10-29,SUP013,P&G Sub-Distributor Tonk,PRD0029,Gillette Mach3 Razor,2pcs,208,PCS,95.01,2.0,19366.84,3486.03,22852.87,Main Godown
PUR000688,2025-11-21,SUP014,P&G Sub-Distributor Tonk,PRD0029,Gillette Mach3 Razor,2pcs,230,PCS,95.69,0.0,22008.7,3961.57,25970.27,Main Godown
PUR000689,2025-12-21,SUP015,P&G Sub-Distributor Tonk,PRD0029,Gillette Mach3 Razor,2pcs,232,PCS,94.97,0.0,22033.04,3965.95,25998.99,Main Godown
PUR000690,2026-01-24,SUP001,P&G Sub-Distributor Tonk,PRD0029,Gillette Mach3 Razor,2pcs,132,PCS,95.72,3.0,12255.99,2206.08,14462.07,Tonk Branch
PUR000691,2026-03-01,SUP002,P&G Sub-Distributor Tonk,PRD0029,Gillette Mach3 Razor,2pcs,451,PCS,95.93,2.0,42399.14,7631.85,50030.99,Tonk Branch
PUR000692,2026-03-31,SUP003,P&G Sub-Distributor Tonk,PRD0029,Gillette Mach3 Razor,2pcs,226,PCS,95.8,1.0,21434.29,3858.17,25292.46,Main Godown
PUR000693,2026-04-22,SUP004,P&G Sub-Distributor Tonk,PRD0029,Gillette Mach3 Razor,2pcs,205,PCS,95.82,1.0,19446.67,3500.4,22947.07,Tonk Branch
PUR000694,2026-05-26,SUP005,P&G Sub-Distributor Tonk,PRD0029,Gillette Mach3 Razor,2pcs,214,PCS,95.31,1.0,20192.38,3634.63,23827.01,Tonk Branch
PUR000695,2026-06-27,SUP006,P&G Sub-Distributor Tonk,PRD0029,Gillette Mach3 Razor,2pcs,342,PCS,95.05,1.0,32182.03,5792.77,37974.8,Main Godown
PUR000696,2026-07-25,SUP007,P&G Sub-Distributor Tonk,PRD0029,Gillette Mach3 Razor,2pcs,526,PCS,95.66,1.0,49813.99,8966.52,58780.51,Tonk Branch
PUR000697,2024-09-01,SUP008,P&G Sub-Distributor Tonk,PRD0030,Gillette Fusion Razor,2pcs,242,PCS,194.98,0.0,47185.16,8493.33,55678.49,Main Godown
PUR000698,2024-09-23,SUP009,P&G Sub-Distributor Tonk,PRD0030,Gillette Fusion Razor,2pcs,108,PCS,194.04,1.0,20746.76,3734.42,24481.18,Main Godown
PUR000699,2024-11-01,SUP010,P&G Sub-Distributor Tonk,PRD0030,Gillette Fusion Razor,2pcs,72,PCS,194.24,0.0,13985.28,2517.35,16502.63,Main Godown
PUR000700,2024-11-26,SUP011,P&G Sub-Distributor Tonk,PRD0030,Gillette Fusion Razor,2pcs,230,PCS,196.16,1.0,44665.63,8039.81,52705.44,Main Godown
PUR000701,2024-12-18,SUP012,P&G Sub-Distributor Tonk,PRD0030,Gillette Fusion Razor,2pcs,280,PCS,195.32,3.0,53048.91,9548.8,62597.71,Tonk Branch
PUR000702,2025-01-28,SUP013,P&G Sub-Distributor Tonk,PRD0030,Gillette Fusion Razor,2pcs,328,PCS,194.39,2.0,62484.72,11247.25,73731.97,Main Godown
PUR000703,2025-02-19,SUP014,P&G Sub-Distributor Tonk,PRD0030,Gillette Fusion Razor,2pcs,170,PCS,196.57,2.0,32748.56,5894.74,38643.3,Main Godown
PUR000704,2025-03-31,SUP015,P&G Sub-Distributor Tonk,PRD0030,Gillette Fusion Razor,2pcs,243,PCS,196.58,2.0,46813.56,8426.44,55240.0,Main Godown
PUR000705,2025-04-21,SUP001,P&G Sub-Distributor Tonk,PRD0030,Gillette Fusion Razor,2pcs,78,PCS,196.88,0.0,15356.64,2764.2,18120.84,Main Godown
PUR000706,2025-05-29,SUP002,P&G Sub-Distributor Tonk,PRD0030,Gillette Fusion Razor,2pcs,59,PCS,195.52,3.0,11189.61,2014.13,13203.74,Tonk Branch
PUR000707,2025-06-27,SUP003,P&G Sub-Distributor Tonk,PRD0030,Gillette Fusion Razor,2pcs,179,PCS,195.94,2.0,34371.79,6186.92,40558.71,Main Godown
PUR000708,2025-07-30,SUP004,P&G Sub-Distributor Tonk,PRD0030,Gillette Fusion Razor,2pcs,564,PCS,196.19,2.0,108438.14,19518.87,127957.01,Main Godown
PUR000709,2025-08-28,SUP005,P&G Sub-Distributor Tonk,PRD0030,Gillette Fusion Razor,2pcs,175,PCS,194.78,1.0,33745.64,6074.22,39819.86,Main Godown
PUR000710,2025-09-20,SUP006,P&G Sub-Distributor Tonk,PRD0030,Gillette Fusion Razor,2pcs,397,PCS,194.77,3.0,75003.98,13500.72,88504.7,Main Godown
PUR000711,2025-11-01,SUP007,P&G Sub-Distributor Tonk,PRD0030,Gillette Fusion Razor,2pcs,230,PCS,194.8,0.0,44804.0,8064.72,52868.72,Tonk Branch
PUR000712,2025-11-21,SUP008,P&G Sub-Distributor Tonk,PRD0030,Gillette Fusion Razor,2pcs,94,PCS,196.79,0.0,18498.26,3329.69,21827.95,Tonk Branch
PUR000713,2025-12-31,SUP009,P&G Sub-Distributor Tonk,PRD0030,Gillette Fusion Razor,2pcs,87,PCS,194.33,3.0,16399.51,2951.91,19351.42,Main Godown
PUR000714,2026-01-28,SUP010,P&G Sub-Distributor Tonk,PRD0030,Gillette Fusion Razor,2pcs,189,PCS,194.3,2.0,35988.25,6477.89,42466.14,Tonk Branch
PUR000715,2026-02-16,SUP011,P&G Sub-Distributor Tonk,PRD0030,Gillette Fusion Razor,2pcs,236,PCS,194.32,2.0,44942.33,8089.62,53031.95,Main Godown
PUR000716,2026-03-27,SUP012,P&G Sub-Distributor Tonk,PRD0030,Gillette Fusion Razor,2pcs,199,PCS,195.48,0.0,38900.52,7002.09,45902.61,Main Godown
PUR000717,2026-04-30,SUP013,P&G Sub-Distributor Tonk,PRD0030,Gillette Fusion Razor,2pcs,246,PCS,196.67,3.0,46929.4,8447.29,55376.69,Tonk Branch
PUR000718,2026-06-01,SUP014,P&G Sub-Distributor Tonk,PRD0030,Gillette Fusion Razor,2pcs,106,PCS,196.69,1.0,20640.65,3715.32,24355.97,Tonk Branch
PUR000719,2026-06-21,SUP015,P&G Sub-Distributor Tonk,PRD0030,Gillette Fusion Razor,2pcs,133,PCS,194.26,1.0,25578.21,4604.08,30182.29,Tonk Branch
PUR000720,2026-07-19,SUP001,P&G Sub-Distributor Tonk,PRD0030,Gillette Fusion Razor,2pcs,249,PCS,196.77,0.0,48995.73,8819.23,57814.96,Main Godown
PUR000721,2024-09-01,SUP002,HUL Distributor Ajmer,PRD0031,Nivea Cream,200ml,142,PCS,149.13,0.0,21176.46,3811.76,24988.22,Tonk Branch
PUR000722,2024-09-30,SUP003,HUL Distributor Ajmer,PRD0031,Nivea Cream,200ml,227,PCS,147.52,3.0,32482.43,5846.84,38329.27,Main Godown
PUR000723,2024-11-01,SUP004,HUL Distributor Ajmer,PRD0031,Nivea Cream,200ml,191,PCS,147.98,3.0,27416.25,4934.93,32351.18,Main Godown
PUR000724,2024-11-28,SUP005,HUL Distributor Ajmer,PRD0031,Nivea Cream,200ml,265,PCS,148.59,2.0,38588.82,6945.99,45534.81,Main Godown
PUR000725,2024-12-26,SUP006,HUL Distributor Ajmer,PRD0031,Nivea Cream,200ml,207,PCS,147.45,2.0,29911.71,5384.11,35295.82,Main Godown
PUR000726,2025-01-30,SUP007,HUL Distributor Ajmer,PRD0031,Nivea Cream,200ml,338,PCS,148.43,1.0,49667.65,8940.18,58607.83,Main Godown
PUR000727,2025-03-01,SUP008,HUL Distributor Ajmer,PRD0031,Nivea Cream,200ml,511,PCS,148.1,3.0,73408.73,13213.57,86622.3,Tonk Branch
PUR000728,2025-03-27,SUP009,HUL Distributor Ajmer,PRD0031,Nivea Cream,200ml,95,PCS,148.38,2.0,13814.18,2486.55,16300.73,Tonk Branch
PUR000729,2025-04-27,SUP010,HUL Distributor Ajmer,PRD0031,Nivea Cream,200ml,138,PCS,147.91,2.0,20003.35,3600.6,23603.95,Tonk Branch
PUR000730,2025-05-29,SUP011,HUL Distributor Ajmer,PRD0031,Nivea Cream,200ml,214,PCS,148.44,2.0,31130.84,5603.55,36734.39,Tonk Branch
PUR000731,2025-06-17,SUP012,HUL Distributor Ajmer,PRD0031,Nivea Cream,200ml,367,PCS,147.92,0.0,54286.64,9771.6,64058.24,Main Godown
PUR000732,2025-07-29,SUP013,HUL Distributor Ajmer,PRD0031,Nivea Cream,200ml,244,PCS,149.18,3.0,35307.92,6355.43,41663.35,Main Godown
PUR000733,2025-08-20,SUP014,HUL Distributor Ajmer,PRD0031,Nivea Cream,200ml,130,PCS,148.57,1.0,19120.96,3441.77,22562.73,Tonk Branch
PUR000734,2025-09-29,SUP015,HUL Distributor Ajmer,PRD0031,Nivea Cream,200ml,428,PCS,147.97,0.0,63331.16,11399.61,74730.77,Tonk Branch
PUR000735,2025-10-29,SUP001,HUL Distributor Ajmer,PRD0031,Nivea Cream,200ml,292,PCS,148.23,1.0,42850.33,7713.06,50563.39,Main Godown
PUR000736,2025-11-20,SUP002,HUL Distributor Ajmer,PRD0031,Nivea Cream,200ml,365,PCS,148.59,1.0,53693.0,9664.74,63357.74,Main Godown
PUR000737,2025-12-20,SUP003,HUL Distributor Ajmer,PRD0031,Nivea Cream,200ml,245,PCS,147.86,1.0,35863.44,6455.42,42318.86,Main Godown
PUR000738,2026-01-18,SUP004,HUL Distributor Ajmer,PRD0031,Nivea Cream,200ml,212,PCS,148.9,3.0,30619.8,5511.56,36131.36,Tonk Branch
PUR000739,2026-02-24,SUP005,HUL Distributor Ajmer,PRD0031,Nivea Cream,200ml,375,PCS,147.55,1.0,54777.94,9860.03,64637.97,Tonk Branch
PUR000740,2026-03-25,SUP006,HUL Distributor Ajmer,PRD0031,Nivea Cream,200ml,182,PCS,148.72,1.0,26796.37,4823.35,31619.72,Tonk Branch
PUR000741,2026-04-27,SUP007,HUL Distributor Ajmer,PRD0031,Nivea Cream,200ml,345,PCS,147.66,1.0,50433.27,9077.99,59511.26,Main Godown
PUR000742,2026-05-26,SUP008,HUL Distributor Ajmer,PRD0031,Nivea Cream,200ml,160,PCS,148.8,3.0,23093.76,4156.88,27250.64,Main Godown
PUR000743,2026-06-30,SUP009,HUL Distributor Ajmer,PRD0031,Nivea Cream,200ml,141,PCS,147.39,1.0,20574.17,3703.35,24277.52,Main Godown
PUR000744,2026-07-24,SUP010,HUL Distributor Ajmer,PRD0031,Nivea Cream,200ml,431,PCS,148.22,2.0,62605.16,11268.93,73874.09,Tonk Branch
PUR000745,2024-09-01,SUP011,HUL Distributor Ajmer,PRD0032,Fair & Lovely Cream,100g,181,PCS,58.1,1.0,10410.94,1873.97,12284.91,Tonk Branch
PUR000746,2024-09-26,SUP012,HUL Distributor Ajmer,PRD0032,Fair & Lovely Cream,100g,128,PCS,58.55,2.0,7344.51,1322.01,8666.52,Tonk Branch
PUR000747,2024-10-21,SUP013,HUL Distributor Ajmer,PRD0032,Fair & Lovely Cream,100g,363,PCS,58.28,1.0,20944.08,3769.93,24714.01,Main Godown
PUR000748,2024-11-17,SUP014,HUL Distributor Ajmer,PRD0032,Fair & Lovely Cream,100g,115,PCS,57.83,1.0,6583.95,1185.11,7769.06,Main Godown
PUR000749,2024-12-19,SUP015,HUL Distributor Ajmer,PRD0032,Fair & Lovely Cream,100g,18,PCS,58.52,1.0,1042.83,187.71,1230.54,Main Godown
PUR000750,2025-01-22,SUP001,HUL Distributor Ajmer,PRD0032,Fair & Lovely Cream,100g,178,PCS,58.4,3.0,10083.34,1815.0,11898.34,Tonk Branch
PUR000751,2025-02-18,SUP002,HUL Distributor Ajmer,PRD0032,Fair & Lovely Cream,100g,289,PCS,57.8,0.0,16704.2,3006.76,19710.96,Tonk Branch
PUR000752,2025-03-20,SUP003,HUL Distributor Ajmer,PRD0032,Fair & Lovely Cream,100g,319,PCS,57.92,2.0,18106.95,3259.25,21366.2,Tonk Branch
PUR000753,2025-04-20,SUP004,HUL Distributor Ajmer,PRD0032,Fair & Lovely Cream,100g,479,PCS,58.29,0.0,27920.91,5025.76,32946.67,Main Godown
PUR000754,2025-05-23,SUP005,HUL Distributor Ajmer,PRD0032,Fair & Lovely Cream,100g,502,PCS,58.39,0.0,29311.78,5276.12,34587.9,Main Godown
PUR000755,2025-07-01,SUP006,HUL Distributor Ajmer,PRD0032,Fair & Lovely Cream,100g,339,PCS,57.91,2.0,19238.86,3462.99,22701.85,Main Godown
PUR000756,2025-07-28,SUP007,HUL Distributor Ajmer,PRD0032,Fair & Lovely Cream,100g,119,PCS,58.01,1.0,6834.16,1230.15,8064.31,Main Godown
PUR000757,2025-08-27,SUP008,HUL Distributor Ajmer,PRD0032,Fair & Lovely Cream,100g,220,PCS,57.77,3.0,12328.12,2219.06,14547.18,Main Godown
PUR000758,2025-09-27,SUP009,HUL Distributor Ajmer,PRD0032,Fair & Lovely Cream,100g,287,PCS,58.47,3.0,16277.46,2929.94,19207.4,Tonk Branch
PUR000759,2025-10-28,SUP010,HUL Distributor Ajmer,PRD0032,Fair & Lovely Cream,100g,111,PCS,58.23,3.0,6269.62,1128.53,7398.15,Tonk Branch
PUR000760,2025-11-18,SUP011,HUL Distributor Ajmer,PRD0032,Fair & Lovely Cream,100g,281,PCS,58.19,3.0,15860.85,2854.95,18715.8,Main Godown
PUR000761,2026-01-01,SUP012,HUL Distributor Ajmer,PRD0032,Fair & Lovely Cream,100g,178,PCS,57.76,1.0,10178.47,1832.12,12010.59,Main Godown
PUR000762,2026-01-21,SUP013,HUL Distributor Ajmer,PRD0032,Fair & Lovely Cream,100g,357,PCS,58.41,2.0,20435.32,3678.36,24113.68,Tonk Branch
PUR000763,2026-02-27,SUP014,HUL Distributor Ajmer,PRD0032,Fair & Lovely Cream,100g,152,PCS,58.45,0.0,8884.4,1599.19,10483.59,Tonk Branch
PUR000764,2026-04-01,SUP015,HUL Distributor Ajmer,PRD0032,Fair & Lovely Cream,100g,208,PCS,57.71,0.0,12003.68,2160.66,14164.34,Main Godown
PUR000765,2026-04-24,SUP001,HUL Distributor Ajmer,PRD0032,Fair & Lovely Cream,100g,143,PCS,58.52,1.0,8284.68,1491.24,9775.92,Main Godown
PUR000766,2026-06-01,SUP002,HUL Distributor Ajmer,PRD0032,Fair & Lovely Cream,100g,244,PCS,58.26,1.0,14073.29,2533.19,16606.48,Main Godown
PUR000767,2026-06-20,SUP003,HUL Distributor Ajmer,PRD0032,Fair & Lovely Cream,100g,82,PCS,58.33,0.0,4783.06,860.95,5644.01,Main Godown
PUR000768,2026-07-31,SUP004,HUL Distributor Ajmer,PRD0032,Fair & Lovely Cream,100g,191,PCS,58.22,3.0,10786.42,1941.56,12727.98,Main Godown
PUR000769,2024-09-01,SUP005,HUL Distributor Ajmer,PRD0033,Ponds Talcum Powder,300g,60,PCS,95.78,1.0,5689.33,1024.08,6713.41,Tonk Branch
PUR000770,2024-09-25,SUP006,HUL Distributor Ajmer,PRD0033,Ponds Talcum Powder,300g,418,PCS,95.44,0.0,39893.92,7180.91,47074.83,Tonk Branch
PUR000771,2024-10-28,SUP007,HUL Distributor Ajmer,PRD0033,Ponds Talcum Powder,300g,227,PCS,94.85,1.0,21315.64,3836.82,25152.46,Tonk Branch
PUR000772,2024-11-24,SUP008,HUL Distributor Ajmer,PRD0033,Ponds Talcum Powder,300g,307,PCS,94.86,2.0,28539.58,5137.12,33676.7,Main Godown
PUR000773,2024-12-18,SUP009,HUL Distributor Ajmer,PRD0033,Ponds Talcum Powder,300g,92,PCS,95.57,1.0,8704.52,1566.81,10271.33,Tonk Branch
PUR000774,2025-01-18,SUP010,HUL Distributor Ajmer,PRD0033,Ponds Talcum Powder,300g,110,PCS,94.69,1.0,10311.74,1856.11,12167.85,Main Godown
PUR000775,2025-02-28,SUP011,HUL Distributor Ajmer,PRD0033,Ponds Talcum Powder,300g,380,PCS,95.34,2.0,35504.62,6390.83,41895.45,Tonk Branch
PUR000776,2025-03-25,SUP012,HUL Distributor Ajmer,PRD0033,Ponds Talcum Powder,300g,295,PCS,95.94,0.0,28302.3,5094.41,33396.71,Main Godown
PUR000777,2025-04-27,SUP013,HUL Distributor Ajmer,PRD0033,Ponds Talcum Powder,300g,318,PCS,94.9,0.0,30178.2,5432.08,35610.28,Main Godown
PUR000778,2025-06-01,SUP014,HUL Distributor Ajmer,PRD0033,Ponds Talcum Powder,300g,222,PCS,95.57,1.0,21004.37,3780.79,24785.16,Main Godown
PUR000779,2025-06-21,SUP015,HUL Distributor Ajmer,PRD0033,Ponds Talcum Powder,300g,99,PCS,95.7,0.0,9474.3,1705.37,11179.67,Main Godown
PUR000780,2025-07-20,SUP001,HUL Distributor Ajmer,PRD0033,Ponds Talcum Powder,300g,302,PCS,95.63,1.0,28591.46,5146.46,33737.92,Main Godown
PUR000781,2025-08-29,SUP002,HUL Distributor Ajmer,PRD0033,Ponds Talcum Powder,300g,326,PCS,95.17,3.0,30094.66,5417.04,35511.7,Tonk Branch
PUR000782,2025-09-30,SUP003,HUL Distributor Ajmer,PRD0033,Ponds Talcum Powder,300g,148,PCS,94.99,1.0,13917.93,2505.23,16423.16,Main Godown
PUR000783,2025-11-01,SUP004,HUL Distributor Ajmer,PRD0033,Ponds Talcum Powder,300g,287,PCS,95.09,2.0,26745.01,4814.1,31559.11,Tonk Branch
PUR000784,2025-11-17,SUP005,HUL Distributor Ajmer,PRD0033,Ponds Talcum Powder,300g,131,PCS,95.74,3.0,12165.68,2189.82,14355.5,Tonk Branch
PUR000785,2025-12-31,SUP006,HUL Distributor Ajmer,PRD0033,Ponds Talcum Powder,300g,335,PCS,95.31,1.0,31609.56,5689.72,37299.28,Tonk Branch
PUR000786,2026-02-01,SUP007,HUL Distributor Ajmer,PRD0033,Ponds Talcum Powder,300g,112,PCS,95.26,0.0,10669.12,1920.44,12589.56,Main Godown
PUR000787,2026-02-19,SUP008,HUL Distributor Ajmer,PRD0033,Ponds Talcum Powder,300g,167,PCS,95.49,2.0,15627.89,2813.02,18440.91,Main Godown
PUR000788,2026-03-24,SUP009,HUL Distributor Ajmer,PRD0033,Ponds Talcum Powder,300g,205,PCS,95.37,1.0,19355.34,3483.96,22839.3,Main Godown
PUR000789,2026-04-29,SUP010,HUL Distributor Ajmer,PRD0033,Ponds Talcum Powder,300g,264,PCS,94.86,0.0,25043.04,4507.75,29550.79,Tonk Branch
PUR000790,2026-05-19,SUP011,HUL Distributor Ajmer,PRD0033,Ponds Talcum Powder,300g,457,PCS,94.72,0.0,43287.04,7791.67,51078.71,Tonk Branch
PUR000791,2026-06-21,SUP012,HUL Distributor Ajmer,PRD0033,Ponds Talcum Powder,300g,257,PCS,95.39,0.0,24515.23,4412.74,28927.97,Main Godown
PUR000792,2026-07-21,SUP013,HUL Distributor Ajmer,PRD0033,Ponds Talcum Powder,300g,459,PCS,94.97,3.0,42283.49,7611.03,49894.52,Tonk Branch
PUR000793,2024-09-01,SUP014,HUL Distributor Ajmer,PRD0034,Vim Dishwash Bar,300g,426,PCS,18.01,1.0,7595.54,1367.2,8962.74,Tonk Branch
PUR000794,2024-09-22,SUP015,HUL Distributor Ajmer,PRD0034,Vim Dishwash Bar,300g,377,PCS,18.16,0.0,6846.32,1232.34,8078.66,Main Godown
PUR000795,2024-10-21,SUP001,HUL Distributor Ajmer,PRD0034,Vim Dishwash Bar,300g,535,PCS,17.91,1.0,9486.03,1707.49,11193.52,Main Godown
PUR000796,2024-11-28,SUP002,HUL Distributor Ajmer,PRD0034,Vim Dishwash Bar,300g,261,PCS,18.09,0.0,4721.49,849.87,5571.36,Tonk Branch
PUR000797,2024-12-31,SUP003,HUL Distributor Ajmer,PRD0034,Vim Dishwash Bar,300g,437,PCS,18.05,1.0,7808.97,1405.61,9214.58,Tonk Branch
PUR000798,2025-01-20,SUP004,HUL Distributor Ajmer,PRD0034,Vim Dishwash Bar,300g,361,PCS,17.96,0.0,6483.56,1167.04,7650.6,Tonk Branch
