voucher_no,voucher_date,customer_id,party_name,place,product_id,stock_item,pack,qty,unit,rate_cost,rate_sale,discount_pct,taxable_amount,gst_amount,invoice_amount,godown,salesman_name,voucher_type
SAL001049,2025-10-11,CUST0012,Rajput Supermart,Sawai Madhopur,PRD0030,Gillette Fusion Razor,2pcs,43,PCS,198.04,295.0,0.0,12685.0,2283.3,22637.99,Sawai Madhopur Branch,Ramesh Kumar,Sales
SAL001049,2025-10-11,CUST0012,Rajput Supermart,Sawai Madhopur,PRD0042,Colin Glass Cleaner,500ml,9,PCS,65.56,98.0,0.0,882.0,105.84,22637.99,Main Godown,Ramesh Kumar,Sales
SAL001049,2025-10-11,CUST0012,Rajput Supermart,Sawai Madhopur,PRD0047,Odonil Air Freshener,50g,43,PCS,42.57,65.0,0.0,2795.0,335.4,22637.99,Sawai Madhopur Branch,Ramesh Kumar,Sales
SAL001064,2025-12-03,CUST0012,Rajput Supermart,Sawai Madhopur,PRD0092,Amul Mozzarella Cheese,200g,44,PCS,146.26,190.0,0.0,8360.0,418.0,12771.89,Tonk Branch,Ramesh Kumar,Sales
SAL001064,2025-12-03,CUST0012,Rajput Supermart,Sawai Madhopur,PRD0116,Fevicol SH Adhesive,200g,7,PCS,62.99,95.0,2.0,651.7,78.2,12771.89,Main Godown,Ramesh Kumar,Sales
SAL001064,2025-12-03,CUST0012,Rajput Supermart,Sawai Madhopur,PRD0130,Tiger Biscuit,100g,41,PCS,18.06,26.0,0.0,1066.0,127.92,12771.89,Main Godown,Ramesh Kumar,Sales
SAL001064,2025-12-03,CUST0012,Rajput Supermart,Sawai Madhopur,PRD0046,All Out Mosquito Repellent,45ml,23,PCS,55.77,82.0,2.0,1848.28,221.79,12771.89,Main Godown,Ramesh Kumar,Sales
SAL001074,2026-02-28,CUST0012,Rajput Supermart,Sawai Madhopur,PRD0050,Domex Toilet Cleaner,500ml,25,PCS,68.25,102.0,3.0,2473.5,296.82,10728.0,Main Godown,Ramesh Kumar,Sales
SAL001074,2026-02-28,CUST0012,Rajput Supermart,Sawai Madhopur,PRD0041,Lizol Floor Cleaner,500ml,47,PCS,72.93,110.0,0.0,5170.0,620.4,10728.0,Sawai Madhopur Branch,Ramesh Kumar,Sales
SAL001074,2026-02-28,CUST0012,Rajput Supermart,Sawai Madhopur,PRD0067,Crax Corn Rings,30g,14,PCS,8.04,12.0,3.0,162.96,19.56,10728.0,Tonk Branch,Ramesh Kumar,Sales
SAL001074,2026-02-28,CUST0012,Rajput Supermart,Sawai Madhopur,PRD0035,Pears Soap,75g,29,PCS,38.55,58.0,0.0,1682.0,302.76,10728.0,Main Godown,Ramesh Kumar,Sales
SAL001084,2026-04-27,CUST0012,Rajput Supermart,Sawai Madhopur,PRD0132,Lizol Disinfectant Spray,500ml,48,PCS,68.77,105.0,0.0,5040.0,604.8,26914.41,Sawai Madhopur Branch,Tushar Patel,Sales
SAL001084,2026-04-27,CUST0012,Rajput Supermart,Sawai Madhopur,PRD0012,Coca Cola,750ml,12,PCS,30.35,42.0,3.0,488.88,58.67,26914.41,Tonk Branch,Tushar Patel,Sales
SAL001084,2026-04-27,CUST0012,Rajput Supermart,Sawai Madhopur,PRD0114,Comfort Fabric Softener,800ml,49,PCS,95.44,145.0,0.0,7105.0,852.6,26914.41,Tonk Branch,Tushar Patel,Sales
SAL001084,2026-04-27,CUST0012,Rajput Supermart,Sawai Madhopur,PRD0118,Castrol Oil,1L,31,PCS,246.66,360.0,5.0,10602.0,1908.36,26914.41,Tonk Branch,Tushar Patel,Sales
SAL001084,2026-04-27,CUST0012,Rajput Supermart,Sawai Madhopur,PRD0076,Captain Cook Salt,1kg,11,PCS,16.27,22.0,0.0,242.0,12.1,26914.41,Main Godown,Tushar Patel,Sales
SAL001114,2024-11-19,CUST0013,Garg Enterprises,Malpura,PRD0100,ORS Oral Rehydration,21g,5,PCS,12.08,18.0,0.0,90.0,4.5,4010.3,Sawai Madhopur Branch,Kamal Jain,Sales
SAL001114,2024-11-19,CUST0013,Garg Enterprises,Malpura,PRD0077,Catch Black Pepper,50g,11,PCS,38.31,52.0,0.0,572.0,28.6,4010.3,Sawai Madhopur Branch,Kamal Jain,Sales
SAL001114,2024-11-19,CUST0013,Garg Enterprises,Malpura,PRD0059,Haldiram Aloo Bhujia,150g,13,PCS,48.41,70.0,0.0,910.0,109.2,4010.3,Main Godown,Kamal Jain,Sales
SAL001114,2024-11-19,CUST0013,Garg Enterprises,Malpura,PRD0069,Dairy Milk Chocolate,40g,41,PCS,35.12,50.0,0.0,2050.0,246.0,4010.3,Sawai Madhopur Branch,Kamal Jain,Sales
SAL001127,2025-02-18,CUST0013,Garg Enterprises,Malpura,PRD0048,Phenyl Floor Cleaner,500ml,17,PCS,28.33,42.0,0.0,714.0,85.68,5829.78,Sawai Madhopur Branch,Kamal Jain,Sales
SAL001127,2025-02-18,CUST0013,Garg Enterprises,Malpura,PRD0113,Aquaguard Filter Candle,1pc,18,PCS,147.15,210.0,0.0,3780.0,453.6,5829.78,Tonk Branch,Kamal Jain,Sales
SAL001127,2025-02-18,CUST0013,Garg Enterprises,Malpura,PRD0112,Bisleri Water 500ml,500ml,45,PCS,8.06,15.0,0.0,675.0,121.5,5829.78,Tonk Branch,Kamal Jain,Sales
SAL001140,2025-04-09,CUST0013,Garg Enterprises,Malpura,PRD0035,Pears Soap,75g,27,PCS,38.14,58.0,0.0,1566.0,281.88,2414.88,Tonk Branch,Kamal Jain,Sales
SAL001140,2025-04-09,CUST0013,Garg Enterprises,Malpura,PRD0085,Maggi Masala,100g,18,PCS,22.18,30.0,0.0,540.0,27.0,2414.88,Main Godown,Kamal Jain,Sales
SAL001155,2025-06-03,CUST0013,Garg Enterprises,Malpura,PRD0074,Fortune Sunflower Oil,1L,12,PCS,126.66,170.0,2.0,1999.2,99.96,3640.28,Sawai Madhopur Branch,Kamal Jain,Sales
SAL001155,2025-06-03,CUST0013,Garg Enterprises,Malpura,PRD0003,Nescafe Classic,50g,4,PCS,196.32,280.0,10.0,1008.0,120.96,3640.28,Tonk Branch,Kamal Jain,Sales
SAL001155,2025-06-03,CUST0013,Garg Enterprises,Malpura,PRD0038,Rin Detergent,500g,5,PCS,38.44,58.0,0.0,290.0,34.8,3640.28,Main Godown,Kamal Jain,Sales
SAL001155,2025-06-03,CUST0013,Garg Enterprises,Malpura,PRD0055,Lays Classic Chips,26g,6,PCS,9.15,13.0,0.0,78.0,9.36,3640.28,Sawai Madhopur Branch,Kamal Jain,Sales
SAL001157,2025-06-02,CUST0013,Garg Enterprises,Malpura,PRD0132,Lizol Disinfectant Spray,500ml,37,PCS,69.2,105.0,5.0,3690.75,442.89,26886.97,Main Godown,Kamal Jain,Sales
SAL001157,2025-06-02,CUST0013,Garg Enterprises,Malpura,PRD0036,Surf Excel Detergent,1kg,4,PCS,91.2,140.0,0.0,560.0,67.2,26886.97,Sawai Madhopur Branch,Kamal Jain,Sales
SAL001157,2025-06-02,CUST0013,Garg Enterprises,Malpura,PRD0081,Patanjali Ghee,1L,40,PCS,384.62,495.0,2.0,19404.0,970.2,26886.97,Tonk Branch,Kamal Jain,Sales
SAL001157,2025-06-02,CUST0013,Garg Enterprises,Malpura,PRD0125,Dhara Mustard Oil,1L,1,PCS,105.77,145.0,2.0,142.1,7.11,26886.97,Main Godown,Kamal Jain,Sales
SAL001157,2025-06-02,CUST0013,Garg Enterprises,Malpura,PRD0107,Natraj Pencil,12pcs,35,PCS,28.25,40.0,2.0,1372.0,164.64,26886.97,Main Godown,Kamal Jain,Sales
SAL001157,2025-06-02,CUST0013,Garg Enterprises,Malpura,PRD0034,Vim Dishwash Bar,300g,2,PCS,18.32,28.0,0.0,56.0,10.08,26886.97,Sawai Madhopur Branch,Kamal Jain,Sales
SAL001158,2025-06-28,CUST0013,Garg Enterprises,Malpura,PRD0103,Hajmola Tablets,120pcs,16,PCS,35.15,50.0,0.0,800.0,40.0,1639.05,Main Godown,Kamal Jain,Sales
SAL001158,2025-06-28,CUST0013,Garg Enterprises,Malpura,PRD0130,Tiger Biscuit,100g,28,PCS,18.14,26.0,2.0,713.44,85.61,1639.05,Tonk Branch,Kamal Jain,Sales
SAL001172,2025-09-12,CUST0013,Garg Enterprises,Malpura,PRD0045,Good Knight Mosquito Coil,10pcs,11,PCS,38.18,58.0,0.0,638.0,76.56,3569.12,Main Godown,Kamal Jain,Sales
SAL001172,2025-09-12,CUST0013,Garg Enterprises,Malpura,PRD0017,Colgate Dental Cream,100g,9,PCS,38.37,58.0,0.0,522.0,93.96,3569.12,Main Godown,Kamal Jain,Sales
SAL001172,2025-09-12,CUST0013,Garg Enterprises,Malpura,PRD0077,Catch Black Pepper,50g,41,PCS,38.16,52.0,0.0,2132.0,106.6,3569.12,Tonk Branch,Kamal Jain,Sales
SAL001173,2025-09-20,CUST0013,Garg Enterprises,Malpura,PRD0046,All Out Mosquito Repellent,45ml,32,PCS,55.49,82.0,2.0,2571.52,308.58,12008.95,Main Godown,Pradeep Saini,Sales
SAL001173,2025-09-20,CUST0013,Garg Enterprises,Malpura,PRD0028,Vivel Soap,100g,40,PCS,20.35,30.0,0.0,1200.0,216.0,12008.95,Tonk Branch,Pradeep Saini,Sales
SAL001173,2025-09-20,CUST0013,Garg Enterprises,Malpura,PRD0013,Pepsi,750ml,38,PCS,28.35,40.0,2.0,1489.6,178.75,12008.95,Sawai Madhopur Branch,Pradeep Saini,Sales
SAL001173,2025-09-20,CUST0013,Garg Enterprises,Malpura,PRD0015,Tropicana Orange Juice,1L,8,PCS,77.33,110.0,0.0,880.0,105.6,12008.95,Sawai Madhopur Branch,Pradeep Saini,Sales
SAL001173,2025-09-20,CUST0013,Garg Enterprises,Malpura,PRD0076,Captain Cook Salt,1kg,14,PCS,16.18,22.0,0.0,308.0,15.4,12008.95,Main Godown,Pradeep Saini,Sales
SAL001173,2025-09-20,CUST0013,Garg Enterprises,Malpura,PRD0089,Amul Paneer,200g,41,PCS,85.12,110.0,0.0,4510.0,225.5,12008.95,Sawai Madhopur Branch,Pradeep Saini,Sales
SAL001182,2025-12-25,CUST0013,Garg Enterprises,Malpura,PRD0024,Clinic Plus Shampoo,175ml,24,PCS,51.69,78.0,0.0,1872.0,336.96,13492.85,Main Godown,Pradeep Saini,Sales
SAL001182,2025-12-25,CUST0013,Garg Enterprises,Malpura,PRD0124,Naturefresh Oil,1L,44,PCS,115.57,158.0,0.0,6952.0,347.6,13492.85,Tonk Branch,Pradeep Saini,Sales
SAL001182,2025-12-25,CUST0013,Garg Enterprises,Malpura,PRD0041,Lizol Floor Cleaner,500ml,33,PCS,73.15,110.0,2.0,3557.4,426.89,13492.85,Main Godown,Pradeep Saini,Sales
SAL001187,2026-01-07,CUST0013,Garg Enterprises,Malpura,PRD0079,MDH Kitchen King,100g,1,PCS,58.49,80.0,3.0,77.6,3.88,6717.35,Tonk Branch,Pradeep Saini,Sales
SAL001187,2026-01-07,CUST0013,Garg Enterprises,Malpura,PRD0110,Carefree Liner,20pcs,31,PCS,55.02,80.0,0.0,2480.0,297.6,6717.35,Tonk Branch,Pradeep Saini,Sales
SAL001187,2026-01-07,CUST0013,Garg Enterprises,Malpura,PRD0065,Bingo Mad Angles,90g,33,PCS,22.26,32.0,2.0,1034.88,124.19,6717.35,Main Godown,Pradeep Saini,Sales
SAL001187,2026-01-07,CUST0013,Garg Enterprises,Malpura,PRD0063,Monaco Biscuit,250g,14,PCS,28.46,40.0,0.0,560.0,67.2,6717.35,Tonk Branch,Pradeep Saini,Sales
SAL001187,2026-01-07,CUST0013,Garg Enterprises,Malpura,PRD0069,Dairy Milk Chocolate,40g,37,PCS,35.64,50.0,0.0,1850.0,222.0,6717.35,Tonk Branch,Pradeep Saini,Sales
SAL001191,2026-02-20,CUST0013,Garg Enterprises,Malpura,PRD0014,Real Fruit Juice,1L,5,PCS,66.66,95.0,5.0,451.25,54.15,2642.7,Main Godown,Pradeep Saini,Sales
SAL001191,2026-02-20,CUST0013,Garg Enterprises,Malpura,PRD0018,Pepsodent Toothpaste,200g,15,PCS,55.78,82.0,7.0,1143.9,205.9,2642.7,Main Godown,Pradeep Saini,Sales
SAL001191,2026-02-20,CUST0013,Garg Enterprises,Malpura,PRD0087,Amul Dahi,400g,15,PCS,38.72,50.0,0.0,750.0,37.5,2642.7,Main Godown,Pradeep Saini,Sales
SAL001195,2026-03-28,CUST0013,Garg Enterprises,Malpura,PRD0127,Jim Jam Biscuit,150g,11,PCS,22.38,32.0,3.0,341.44,40.97,5496.36,Tonk Branch,Kamal Jain,Sales
SAL001195,2026-03-28,CUST0013,Garg Enterprises,Malpura,PRD0095,Havmor Ice Cream,500ml,19,PCS,96.58,130.0,0.0,2470.0,123.5,5496.36,Main Godown,Kamal Jain,Sales
SAL001195,2026-03-28,CUST0013,Garg Enterprises,Malpura,PRD0063,Monaco Biscuit,250g,58,PCS,28.03,40.0,3.0,2250.4,270.05,5496.36,Tonk Branch,Kamal Jain,Sales
SAL001199,2026-04-30,CUST0013,Garg Enterprises,Malpura,PRD0047,Odonil Air Freshener,50g,28,PCS,42.29,65.0,0.0,1820.0,218.4,9441.32,Main Godown,Pradeep Saini,Sales
SAL001199,2026-04-30,CUST0013,Garg Enterprises,Malpura,PRD0131,Harpic Bathroom Cleaner,500ml,42,PCS,79.33,120.0,5.0,4788.0,861.84,9441.32,Tonk Branch,Pradeep Saini,Sales
SAL001199,2026-04-30,CUST0013,Garg Enterprises,Malpura,PRD0008,Slice Mango Drink,600ml,10,PCS,28.1,40.0,2.0,392.0,47.04,9441.32,Tonk Branch,Pradeep Saini,Sales
SAL001199,2026-04-30,CUST0013,Garg Enterprises,Malpura,PRD0108,Stayfree Pads,8pcs,13,PCS,66.26,95.0,5.0,1173.25,140.79,9441.32,Tonk Branch,Pradeep Saini,Sales
SAL001201,2026-04-03,CUST0013,Garg Enterprises,Malpura,PRD0067,Crax Corn Rings,30g,9,PCS,8.14,12.0,0.0,108.0,12.96,39875.45,Main Godown,Pradeep Saini,Sales
SAL001201,2026-04-03,CUST0013,Garg Enterprises,Malpura,PRD0055,Lays Classic Chips,26g,21,PCS,9.07,13.0,0.0,273.0,32.76,39875.45,Sawai Madhopur Branch,Pradeep Saini,Sales
SAL001201,2026-04-03,CUST0013,Garg Enterprises,Malpura,PRD0126,Sunfeast Bounce,82g,18,PCS,28.17,40.0,0.0,720.0,86.4,39875.45,Tonk Branch,Pradeep Saini,Sales
SAL001201,2026-04-03,CUST0013,Garg Enterprises,Malpura,PRD0081,Patanjali Ghee,1L,55,PCS,383.97,495.0,0.0,27225.0,1361.25,39875.45,Sawai Madhopur Branch,Pradeep Saini,Sales
SAL001201,2026-04-03,CUST0013,Garg Enterprises,Malpura,PRD0030,Gillette Fusion Razor,2pcs,12,PCS,197.71,295.0,0.0,3540.0,637.2,39875.45,Main Godown,Pradeep Saini,Sales
SAL001201,2026-04-03,CUST0013,Garg Enterprises,Malpura,PRD0069,Dairy Milk Chocolate,40g,55,PCS,35.26,50.0,0.0,2750.0,330.0,39875.45,Sawai Madhopur Branch,Pradeep Saini,Sales
SAL001201,2026-04-03,CUST0013,Garg Enterprises,Malpura,PRD0120,Battery Eveready AA,2pcs,12,PCS,42.24,62.0,0.0,744.0,89.28,39875.45,Tonk Branch,Pradeep Saini,Sales
SAL001201,2026-04-03,CUST0013,Garg Enterprises,Malpura,PRD0071,Aashirvaad Atta,5kg,8,PCS,206.49,260.0,10.0,1872.0,93.6,39875.45,Tonk Branch,Pradeep Saini,Sales
SAL001202,2026-04-11,CUST0013,Garg Enterprises,Malpura,PRD0060,Maggi Noodles,70g,24,PCS,11.08,16.0,0.0,384.0,46.08,7366.78,Tonk Branch,Kamal Jain,Sales
SAL001202,2026-04-11,CUST0013,Garg Enterprises,Malpura,PRD0080,Rajdhani Besan,1kg,11,PCS,63.11,85.0,0.0,935.0,46.75,7366.78,Sawai Madhopur Branch,Kamal Jain,Sales
SAL001202,2026-04-11,CUST0013,Garg Enterprises,Malpura,PRD0100,ORS Oral Rehydration,21g,11,PCS,12.21,18.0,0.0,198.0,9.9,7366.78,Sawai Madhopur Branch,Kamal Jain,Sales
SAL001202,2026-04-11,CUST0013,Garg Enterprises,Malpura,PRD0120,Battery Eveready AA,2pcs,8,PCS,42.35,62.0,3.0,481.12,57.73,7366.78,Sawai Madhopur Branch,Kamal Jain,Sales
SAL001202,2026-04-11,CUST0013,Garg Enterprises,Malpura,PRD0050,Domex Toilet Cleaner,500ml,47,PCS,68.53,102.0,3.0,4650.18,558.02,7366.78,Main Godown,Kamal Jain,Sales
SAL001206,2026-04-09,CUST0013,Garg Enterprises,Malpura,PRD0120,Battery Eveready AA,2pcs,25,PCS,42.36,62.0,0.0,1550.0,186.0,13086.4,Tonk Branch,Pradeep Saini,Sales
SAL001206,2026-04-09,CUST0013,Garg Enterprises,Malpura,PRD0036,Surf Excel Detergent,1kg,22,PCS,92.6,140.0,0.0,3080.0,369.6,13086.4,Main Godown,Pradeep Saini,Sales
SAL001206,2026-04-09,CUST0013,Garg Enterprises,Malpura,PRD0105,Reynolds Pen,10pcs,22,PCS,45.7,65.0,3.0,1387.1,166.45,13086.4,Main Godown,Pradeep Saini,Sales
SAL001206,2026-04-09,CUST0013,Garg Enterprises,Malpura,PRD0073,Saffola Gold Oil,1L,31,PCS,145.17,195.0,0.0,6045.0,302.25,13086.4,Tonk Branch,Pradeep Saini,Sales
SAL001207,2026-05-04,CUST0013,Garg Enterprises,Malpura,PRD0107,Natraj Pencil,12pcs,5,PCS,28.47,40.0,0.0,200.0,24.0,8343.2,Tonk Branch,Kamal Jain,Sales
SAL001207,2026-05-04,CUST0013,Garg Enterprises,Malpura,PRD0055,Lays Classic Chips,26g,35,PCS,9.07,13.0,3.0,441.35,52.96,8343.2,Main Godown,Kamal Jain,Sales
SAL001207,2026-05-04,CUST0013,Garg Enterprises,Malpura,PRD0092,Amul Mozzarella Cheese,200g,39,PCS,146.08,190.0,2.0,7261.8,363.09,8343.2,Main Godown,Kamal Jain,Sales
SAL001213,2026-06-03,CUST0013,Garg Enterprises,Malpura,PRD0100,ORS Oral Rehydration,21g,18,PCS,12.23,18.0,0.0,324.0,16.2,4707.64,Tonk Branch,Pradeep Saini,Sales
SAL001213,2026-06-03,CUST0013,Garg Enterprises,Malpura,PRD0105,Reynolds Pen,10pcs,41,PCS,45.02,65.0,0.0,2665.0,319.8,4707.64,Tonk Branch,Pradeep Saini,Sales
SAL001213,2026-06-03,CUST0013,Garg Enterprises,Malpura,PRD0049,Exo Dishwash Bar,200g,36,PCS,15.09,22.0,0.0,792.0,95.04,4707.64,Sawai Madhopur Branch,Pradeep Saini,Sales
SAL001213,2026-06-03,CUST0013,Garg Enterprises,Malpura,PRD0021,Lifebuoy Soap,100g,15,PCS,18.14,28.0,0.0,420.0,75.6,4707.64,Tonk Branch,Pradeep Saini,Sales
SAL001214,2026-06-19,CUST0013,Garg Enterprises,Malpura,PRD0103,Hajmola Tablets,120pcs,9,PCS,35.12,50.0,0.0,450.0,22.5,4718.42,Sawai Madhopur Branch,Kamal Jain,Sales
SAL001214,2026-06-19,CUST0013,Garg Enterprises,Malpura,PRD0051,Parle-G Biscuit,800g,29,PCS,38.68,55.0,0.0,1595.0,191.4,4718.42,Main Godown,Kamal Jain,Sales
SAL001214,2026-06-19,CUST0013,Garg Enterprises,Malpura,PRD0049,Exo Dishwash Bar,200g,28,PCS,15.02,22.0,0.0,616.0,73.92,4718.42,Sawai Madhopur Branch,Kamal Jain,Sales
SAL001214,2026-06-19,CUST0013,Garg Enterprises,Malpura,PRD0133,Mortein Insect Spray,300ml,1,PCS,143.15,215.0,0.0,215.0,25.8,4718.42,Sawai Madhopur Branch,Kamal Jain,Sales
SAL001214,2026-06-19,CUST0013,Garg Enterprises,Malpura,PRD0043,Scotch Brite Scrub,1pc,39,PCS,22.39,35.0,0.0,1365.0,163.8,4718.42,Tonk Branch,Kamal Jain,Sales
SAL001221,2026-07-02,CUST0013,Garg Enterprises,Malpura,PRD0134,Colin Multipurpose Cleaner,500ml,43,PCS,62.44,95.0,0.0,4085.0,490.2,15591.88,Sawai Madhopur Branch,Pradeep Saini,Sales
SAL001221,2026-07-02,CUST0013,Garg Enterprises,Malpura,PRD0092,Amul Mozzarella Cheese,200g,38,PCS,145.62,190.0,5.0,6859.0,342.95,15591.88,Tonk Branch,Pradeep Saini,Sales
SAL001221,2026-07-02,CUST0013,Garg Enterprises,Malpura,PRD0113,Aquaguard Filter Candle,1pc,4,PCS,146.33,210.0,2.0,823.2,98.78,15591.88,Main Godown,Pradeep Saini,Sales
SAL001221,2026-07-02,CUST0013,Garg Enterprises,Malpura,PRD0125,Dhara Mustard Oil,1L,19,PCS,105.23,145.0,0.0,2755.0,137.75,15591.88,Tonk Branch,Pradeep Saini,Sales
SAL001226,2026-08-19,CUST0013,Garg Enterprises,Malpura,PRD0024,Clinic Plus Shampoo,175ml,20,PCS,51.87,78.0,0.0,1560.0,280.8,4925.28,Tonk Branch,Kamal Jain,Sales
SAL001226,2026-08-19,CUST0013,Garg Enterprises,Malpura,PRD0050,Domex Toilet Cleaner,500ml,27,PCS,69.35,102.0,0.0,2754.0,330.48,4925.28,Sawai Madhopur Branch,Kamal Jain,Sales
SAL001228,2026-08-07,CUST0013,Garg Enterprises,Malpura,PRD0107,Natraj Pencil,12pcs,45,PCS,28.29,40.0,3.0,1746.0,209.52,6191.36,Sawai Madhopur Branch,Kamal Jain,Sales
SAL001228,2026-08-07,CUST0013,Garg Enterprises,Malpura,PRD0119,Battery Duracell AA,2pcs,36,PCS,59.05,85.0,5.0,2907.0,348.84,6191.36,Sawai Madhopur Branch,Kamal Jain,Sales
SAL001228,2026-08-07,CUST0013,Garg Enterprises,Malpura,PRD0068,Perk Chocolate,36g,35,PCS,18.35,25.0,0.0,875.0,105.0,6191.36,Tonk Branch,Kamal Jain,Sales
SAL001235,2024-09-10,CUST0014,Mittal Supermart,Khanpur,PRD0092,Amul Mozzarella Cheese,200g,26,PCS,145.92,190.0,0.0,4940.0,247.0,10586.8,Sawai Madhopur Branch,Amit Sharma,Sales
SAL001235,2024-09-10,CUST0014,Mittal Supermart,Khanpur,PRD0058,Haldiram Bhujia,200g,32,PCS,65.05,95.0,0.0,3040.0,364.8,10586.8,Sawai Madhopur Branch,Amit Sharma,Sales
SAL001235,2024-09-10,CUST0014,Mittal Supermart,Khanpur,PRD0090,Amul Gold Milk,1L,5,PCS,62.72,80.0,0.0,400.0,20.0,10586.8,Tonk Branch,Amit Sharma,Sales
SAL001235,2024-09-10,CUST0014,Mittal Supermart,Khanpur,PRD0122,Parle Groundnut Oil,1L,10,PCS,111.68,150.0,0.0,1500.0,75.0,10586.8,Sawai Madhopur Branch,Amit Sharma,Sales
SAL001243,2024-11-29,CUST0014,Mittal Supermart,Khanpur,PRD0018,Pepsodent Toothpaste,200g,22,PCS,55.74,82.0,5.0,1713.8,308.48,2022.28,Main Godown,Nikhil Gupta,Sales
SAL001250,2025-01-09,CUST0014,Mittal Supermart,Khanpur,PRD0127,Jim Jam Biscuit,150g,2,PCS,22.43,32.0,3.0,62.08,7.45,18291.87,Tonk Branch,Amit Sharma,Sales
SAL001250,2025-01-09,CUST0014,Mittal Supermart,Khanpur,PRD0021,Lifebuoy Soap,100g,20,PCS,18.09,28.0,0.0,560.0,100.8,18291.87,Sawai Madhopur Branch,Amit Sharma,Sales
SAL001250,2025-01-09,CUST0014,Mittal Supermart,Khanpur,PRD0034,Vim Dishwash Bar,300g,30,PCS,18.3,28.0,7.0,781.2,140.62,18291.87,Sawai Madhopur Branch,Amit Sharma,Sales
SAL001250,2025-01-09,CUST0014,Mittal Supermart,Khanpur,PRD0108,Stayfree Pads,8pcs,49,PCS,65.69,95.0,5.0,4422.25,530.67,18291.87,Sawai Madhopur Branch,Amit Sharma,Sales
SAL001250,2025-01-09,CUST0014,Mittal Supermart,Khanpur,PRD0031,Nivea Cream,200ml,39,PCS,149.75,220.0,0.0,8580.0,1544.4,18291.87,Tonk Branch,Amit Sharma,Sales
SAL001250,2025-01-09,CUST0014,Mittal Supermart,Khanpur,PRD0090,Amul Gold Milk,1L,20,PCS,62.57,80.0,7.0,1488.0,74.4,18291.87,Tonk Branch,Amit Sharma,Sales
SAL001254,2025-03-01,CUST0014,Mittal Supermart,Khanpur,PRD0092,Amul Mozzarella Cheese,200g,19,PCS,146.51,190.0,0.0,3610.0,180.5,4726.82,Main Godown,Nikhil Gupta,Sales
SAL001254,2025-03-01,CUST0014,Mittal Supermart,Khanpur,PRD0049,Exo Dishwash Bar,200g,38,PCS,15.24,22.0,0.0,836.0,100.32,4726.82,Main Godown,Nikhil Gupta,Sales
SAL001259,2025-04-12,CUST0014,Mittal Supermart,Khanpur,PRD0085,Maggi Masala,100g,14,PCS,22.12,30.0,3.0,407.4,20.37,6441.87,Tonk Branch,Amit Sharma,Sales
SAL001259,2025-04-12,CUST0014,Mittal Supermart,Khanpur,PRD0007,Maaza Mango,600ml,6,PCS,32.01,45.0,2.0,264.6,31.75,6441.87,Main Godown,Amit Sharma,Sales
SAL001259,2025-04-12,CUST0014,Mittal Supermart,Khanpur,PRD0128,Hide & Seek Biscuit,120g,26,PCS,32.23,45.0,2.0,1146.6,137.59,6441.87,Tonk Branch,Amit Sharma,Sales
SAL001259,2025-04-12,CUST0014,Mittal Supermart,Khanpur,PRD0022,Dove Soap,75g,41,PCS,42.07,65.0,3.0,2585.05,465.31,6441.87,Sawai Madhopur Branch,Amit Sharma,Sales
SAL001259,2025-04-12,CUST0014,Mittal Supermart,Khanpur,PRD0096,Dettol Handwash,200ml,13,PCS,65.07,95.0,0.0,1235.0,148.2,6441.87,Sawai Madhopur Branch,Amit Sharma,Sales
SAL001262,2025-05-28,CUST0014,Mittal Supermart,Khanpur,PRD0110,Carefree Liner,20pcs,23,PCS,56.0,80.0,5.0,1748.0,209.76,7194.43,Sawai Madhopur Branch,Nikhil Gupta,Sales
SAL001262,2025-05-28,CUST0014,Mittal Supermart,Khanpur,PRD0038,Rin Detergent,500g,25,PCS,38.57,58.0,7.0,1348.5,161.82,7194.43,Main Godown,Nikhil Gupta,Sales
SAL001262,2025-05-28,CUST0014,Mittal Supermart,Khanpur,PRD0010,Limca Lemon,750ml,21,PCS,28.21,40.0,0.0,840.0,100.8,7194.43,Main Godown,Nikhil Gupta,Sales
SAL001262,2025-05-28,CUST0014,Mittal Supermart,Khanpur,PRD0107,Natraj Pencil,12pcs,35,PCS,28.27,40.0,2.0,1372.0,164.64,7194.43,Tonk Branch,Nikhil Gupta,Sales
SAL001262,2025-05-28,CUST0014,Mittal Supermart,Khanpur,PRD0118,Castrol Oil,1L,3,PCS,247.59,360.0,2.0,1058.4,190.51,7194.43,Main Godown,Nikhil Gupta,Sales
SAL001273,2025-07-12,CUST0014,Mittal Supermart,Khanpur,PRD0111,Bisleri Water 1L,1L,44,PCS,12.06,20.0,2.0,862.4,155.23,8409.35,Sawai Madhopur Branch,Nikhil Gupta,Sales
SAL001273,2025-07-12,CUST0014,Mittal Supermart,Khanpur,PRD0005,Amul Kool Milk,200ml,24,PCS,18.03,25.0,0.0,600.0,72.0,8409.35,Tonk Branch,Nikhil Gupta,Sales
SAL001273,2025-07-12,CUST0014,Mittal Supermart,Khanpur,PRD0083,Amul Cheese,200g,20,PCS,129.3,165.0,0.0,3300.0,165.0,8409.35,Main Godown,Nikhil Gupta,Sales
SAL001273,2025-07-12,CUST0014,Mittal Supermart,Khanpur,PRD0080,Rajdhani Besan,1kg,36,PCS,62.73,85.0,5.0,2907.0,145.35,8409.35,Tonk Branch,Nikhil Gupta,Sales
