po_number,date,supplier_name,product_name,size_variant,quantity,landing_cost,invoice_value
PO06463,2023-07-25,Local Supplier,Tata Tea Premium,500g,58,36.29,2104.82
PO06464,2023-07-25,Local Supplier,Colgate Toothpaste,300g,54,166.86,9010.44
PO06465,2023-07-25,Local Supplier,MDH Red Chilli Powder,250g,82,121.74,9982.68
PO06466,2023-07-25,Haldiram Distributors,Haldiram Namkeen,200g,99,39.68,3928.32
PO06467,2023-07-25,ITC Regional Depot,Sunfeast Dark Fantasy,75g,72,98.99,7127.28
PO06468,2023-07-25,Britannia Jaipur Hub,Hide & Seek,75g,90,52.6,4734.0
PO06469,2023-07-25,Local Supplier,Head & Shoulders Shampoo,360ml,39,199.94,7797.66
PO06470,2023-07-25,Local Supplier,Jockey Vest,L,30,157.27,4718.1
PO06471,2023-07-25,Local Supplier,Bajaj LED Bulb 9W,1 pc,49,246.38,12072.62
PO06472,2023-07-25,Local Supplier,Parachute Coconut Oil,500ml,30,167.09,5012.7
PO06473,2023-07-25,Local Supplier,Fortune Sunflower Oil,1L,63,291.22,18346.86
PO06474,2023-07-25,Local Supplier,MDH Haldi Powder,500g,66,193.28,12756.48
PO06475,2023-07-25,Britannia Jaipur Hub,Monaco Crackers,80g,21,95.59,2007.39
PO06476,2023-07-25,Local Supplier,VIP Socks,4 pairs,27,180.48,4872.96
PO06477,2023-07-27,Local Supplier,Lifebuoy Soap,150g,27,124.53,3362.31
PO06478,2023-07-27,Local Supplier,MDH Red Chilli Powder,250g,88,123.94,10906.72
PO06479,2023-07-27,Local Supplier,Fortune Sunflower Oil,5L,40,146.57,5862.8
PO06480,2023-07-27,Local Supplier,Tang Powder,500g,68,102.67,6981.56
PO06481,2023-07-27,Local Supplier,Natraj Pencil Box,20 pcs,61,27.79,1695.19
PO06482,2023-07-27,Britannia Jaipur Hub,Britannia Biscuits,400g,72,146.9,10576.8
PO06483,2023-07-27,Local Supplier,Harpic Toilet Cleaner,1L,43,152.0,6536.0
PO06484,2023-07-27,Local Supplier,A4 Paper Ream,500 sheets,99,79.16,7836.84
PO06485,2023-07-27,Local Supplier,Veet Hair Removal Cream,50g,65,208.66,13562.9
PO06486,2023-07-27,Britannia Jaipur Hub,Britannia Cheese Spread,180g,50,158.56,7928.0
PO06487,2023-07-27,Local Supplier,Paperboat Drinks,250ml,25,223.68,5592.0
PO06488,2023-07-27,Local Supplier,Colin Glass Cleaner,500ml,100,249.65,24965.0
PO06489,2023-07-27,Local Supplier,Parachute Coconut Oil,500ml,61,157.62,9614.82
PO06490,2023-07-27,Local Supplier,Horlicks,1kg,15,215.62,3234.3
PO06491,2023-07-27,Local Supplier,Classmate Notebook,100 pages,88,43.55,3832.4
PO06492,2023-07-27,Local Supplier,MDH Haldi Powder,250g,73,369.57,26978.61
PO06493,2023-07-27,Local Supplier,Veet Hair Removal Cream,25g,48,101.35,4864.8
PO06494,2023-07-27,Local Supplier,Godrej Hit Cockroach Spray,400ml,35,183.37,6417.95
PO06495,2023-07-27,Local Supplier,Syska LED Strip,5m,55,256.48,14106.4
PO06496,2023-07-27,Local Supplier,Bournvita,200g,10,91.99,919.9
PO06497,2023-07-27,Local Supplier,MDH Garam Masala,50g,16,242.54,3880.64
PO06498,2023-08-01,Britannia Jaipur Hub,Britannia Biscuits,100g,76,34.9,2652.4
PO06499,2023-08-01,Local Supplier,Fortune Sunflower Oil,5L,80,141.27,11301.6
PO06500,2023-08-01,Local Supplier,Head & Shoulders Shampoo,180ml,64,310.31,19859.84
PO06501,2023-08-01,Local Supplier,All Out Liquid Refill,135ml,85,151.61,12886.85
PO06502,2023-08-01,ITC Regional Depot,Sunfeast Dark Fantasy,150g,56,129.09,7229.04
PO06503,2023-08-01,Local Supplier,Horlicks,1kg,36,220.12,7924.32
PO06504,2023-08-01,Britannia Jaipur Hub,Monaco Crackers,160g,37,20.27,749.99
PO06505,2023-08-01,Local Supplier,Surf Excel Detergent,2kg,28,134.19,3757.32
PO06506,2023-08-01,Amul Cooperative Jaipur,Amul Butter,500g,39,40.17,1566.63
PO06507,2023-08-01,Local Supplier,VIP Socks,4 pairs,12,183.38,2200.56
PO06508,2023-08-01,Britannia Jaipur Hub,Bourbon Biscuits,200g,90,79.57,7161.3
PO06509,2023-08-01,Local Supplier,Godrej Hit Cockroach Spray,400ml,29,183.49,5321.21
PO06510,2023-08-01,Local Supplier,Surf Excel Detergent,1kg,63,66.09,4163.67
PO06511,2023-08-01,Local Supplier,Pepsodent Toothpaste,150g,30,143.65,4309.5
PO06512,2023-08-01,Local Supplier,Handkerchief Pack,6 pcs,45,56.14,2526.3
PO06513,2023-08-01,Local Supplier,Dove Shampoo,400ml,99,128.69,12740.31
PO06514,2023-08-01,Local Supplier,Marico Hair Oil,300ml,46,285.8,13146.8
PO06515,2023-08-03,Local Supplier,Scotch Brite Scrub,1 pc,98,69.42,6803.16
PO06516,2023-08-03,Local Supplier,Reynolds Pen,10 pcs,67,40.1,2686.7
PO06517,2023-08-03,Local Supplier,Head & Shoulders Shampoo,180ml,86,324.5,27907.0
PO06518,2023-08-03,Local Supplier,MDH Red Chilli Powder,250g,43,126.29,5430.47
PO06519,2023-08-03,Local Supplier,Clinic Plus Shampoo,175ml,77,229.01,17633.77
PO06520,2023-08-03,Local Supplier,VIP Socks,4 pairs,99,183.47,18163.53
PO06521,2023-08-03,Dabur Tonk Depot,Rooh Afza,750ml,28,110.16,3084.48
PO06522,2023-08-03,Local Supplier,Patanjali Kesh Kanti,450ml,12,308.27,3699.24
PO06523,2023-08-03,Local Supplier,Vim Dish Wash,1L,18,114.24,2056.32
PO06524,2023-08-03,Local Supplier,Tang Powder,100g,52,145.86,7584.72
PO06525,2023-08-03,Local Supplier,Jockey Vest,M,15,243.99,3659.85
PO06526,2023-08-03,Local Supplier,Handkerchief Pack,6 pcs,62,57.02,3535.24
PO06527,2023-08-03,Local Supplier,Lux Soap,150g,49,81.58,3997.42
PO06528,2023-08-03,Local Supplier,MDH Garam Masala,100g,77,129.68,9985.36
PO06529,2023-08-03,Local Supplier,Scotch Brite Scrub,3 pc,88,78.91,6944.08
PO06530,2023-08-03,Local Supplier,Parachute Coconut Oil,500ml,26,160.99,4185.74
PO06531,2023-08-08,ITC Regional Depot,Annapurna Atta,10kg,91,75.68,6886.88
PO06532,2023-08-08,Local Supplier,Parachute Coconut Oil,200ml,99,292.44,28951.56
PO06533,2023-08-08,Local Supplier,Vim Dish Wash,250ml,22,117.46,2584.12
PO06534,2023-08-08,Amul Cooperative Jaipur,Amul Butter,100g,93,359.55,33438.15
PO06535,2023-08-08,Local Supplier,Tata Tea Premium,250g,92,311.39,28647.88
PO06536,2023-08-08,Local Supplier,Jockey Vest,M,12,243.89,2926.68
PO06537,2023-08-08,Local Supplier,Yakult Probiotic,5 bottles,72,147.89,10648.08
PO06538,2023-08-08,Local Supplier,Vim Dish Wash,500ml,43,61.88,2660.84
PO06539,2023-08-08,Local Supplier,Extension Board 4-pin,1.5m,58,202.56,11748.48
PO06540,2023-08-08,Local Supplier,Paperboat Drinks,200ml,83,272.0,22576.0
PO06541,2023-08-08,Local Supplier,Lux Soap,75g,48,123.83,5943.84
PO06542,2023-08-08,Local Supplier,Lizol Floor Cleaner,1L,25,128.32,3208.0
PO06543,2023-08-08,Local Supplier,Pepsodent Toothpaste,70g,49,137.73,6748.77
PO06544,2023-08-08,Britannia Jaipur Hub,Bourbon Biscuits,200g,45,78.75,3543.75
PO06545,2023-08-08,Local Supplier,Rupa Underwear,S,17,182.58,3103.86
PO06546,2023-08-08,Local Supplier,Wheel Detergent Powder,500g,35,71.05,2486.75
PO06547,2023-08-08,Amul Cooperative Jaipur,Amul Butter,500g,47,40.09,1884.23
PO06548,2023-08-08,Amul Cooperative Jaipur,Amul Cheese Slices,200g,20,605.26,12105.2
PO06549,2023-08-08,Haldiram Distributors,Haldiram Namkeen,1kg,19,76.47,1452.93
PO06550,2023-08-08,Local Supplier,Scotch Brite Scrub,3 pc,64,80.48,5150.72
PO06551,2023-08-08,Local Supplier,Limca Syrup,750ml,91,164.5,14969.5
PO06552,2023-08-08,Local Supplier,MDH Garam Masala,100g,27,130.24,3516.48
PO06553,2023-08-08,Local Supplier,Lizol Floor Cleaner,500ml,97,111.09,10775.73
PO06554,2023-08-08,Local Supplier,Horlicks,1kg,52,223.94,11644.88
PO06555,2023-08-10,Local Supplier,Harpic Toilet Cleaner,500ml,86,82.37,7083.82
PO06556,2023-08-10,Local Supplier,Fortune Sunflower Oil,5L,63,146.54,9232.02
PO06557,2023-08-10,Local Supplier,Mother Dairy Paneer,200g,48,225.07,10803.36
PO06558,2023-08-10,Local Supplier,Saffola Gold Oil,1L,45,95.13,4280.85
PO06559,2023-08-10,Local Supplier,Extension Board 4-pin,1.5m,22,209.87,4617.14
PO06560,2023-08-10,Local Supplier,Philips LED Bulb 12W,4 pcs,79,359.99,28439.21
PO06561,2023-08-10,Local Supplier,Scotch Brite Scrub,1 pc,18,72.0,1296.0
PO06562,2023-08-10,Local Supplier,Lux Soap,150g,76,83.54,6349.04
PO06563,2023-08-10,Local Supplier,Dettol Handwash,200ml,15,135.99,2039.85
PO06564,2023-08-10,Britannia Jaipur Hub,Hide & Seek,100g,100,24.52,2452.0
PO06565,2023-08-10,Amul Cooperative Jaipur,Amul Lassi,200ml,56,82.1,4597.6
PO06566,2023-08-10,Local Supplier,MDH Red Chilli Powder,500g,93,269.17,25032.81
PO06567,2023-08-10,Local Supplier,Fair & Lovely Cream,50g,58,42.98,2492.84
PO06568,2023-08-10,Local Supplier,Nivea Body Lotion,200ml,62,196.9,12207.8
PO06569,2023-08-10,Local Supplier,Vim Dish Wash,250ml,94,119.89,11269.66
PO06570,2023-08-10,Local Supplier,MDH Red Chilli Powder,100g,24,197.73,4745.52
PO06571,2023-08-10,Local Supplier,Handkerchief Pack,6 pcs,84,56.85,4775.4
PO06572,2023-08-10,Local Supplier,Extension Board 4-pin,3m,97,151.23,14669.31
PO06573,2023-08-10,Local Supplier,Rin Bar,100g,69,111.07,7663.83
PO06574,2023-08-10,Local Supplier,Tang Powder,50g,71,227.68,16165.28
PO06575,2023-08-10,Local Supplier,MDH Haldi Powder,100g,21,361.11,7583.31
PO06576,2023-08-10,Local Supplier,Head & Shoulders Shampoo,180ml,32,312.2,9990.4
PO06577,2023-08-10,Local Supplier,Jockey Vest,S,70,207.15,14500.5
PO06578,2023-08-10,Nestle C&F Jaipur,Nestle Milkmaid,1kg,11,120.66,1327.26
PO06579,2023-08-10,Local Supplier,Vim Dish Wash,500ml,44,60.82,2676.08
PO06580,2023-08-10,Local Supplier,Harpic Toilet Cleaner,1L,70,151.62,10613.4
PO06581,2023-08-10,Local Supplier,Everest Sabji Masala,50g,78,231.21,18034.38
PO06582,2023-08-10,Britannia Jaipur Hub,Good Day Cookies,75g,47,110.08,5173.76
PO06583,2023-08-15,Local Supplier,Tata Tea Premium,500g,87,35.84,3118.08
PO06584,2023-08-15,Local Supplier,Dove Shampoo,400ml,14,122.31,1712.34
PO06585,2023-08-15,Nestle C&F Jaipur,Nescafe Classic Coffee,50g,74,312.01,23088.74
PO06586,2023-08-15,Britannia Jaipur Hub,Monaco Crackers,80g,27,100.01,2700.27
PO06587,2023-08-15,Local Supplier,Rin Bar,200g,76,70.5,5358.0
PO06588,2023-08-15,Local Supplier,Fair & Lovely Cream,100g,39,126.25,4923.75
PO06589,2023-08-15,Nestle C&F Jaipur,Nestle Milkmaid,400g,99,526.37,52110.63
PO06590,2023-08-15,Local Supplier,Nivea Body Lotion,200ml,71,199.62,14173.02
PO06591,2023-08-15,Local Supplier,Lifebuoy Soap,250g,33,50.2,1656.6
PO06592,2023-08-15,Local Supplier,Head & Shoulders Shampoo,360ml,85,198.63,16883.55
PO06593,2023-08-15,ITC Regional Depot,Fevicol Glue,50ml,20,20.23,404.6
PO06594,2023-08-15,Local Supplier,Fair & Lovely Cream,50g,33,42.15,1390.95
PO06595,2023-08-15,ITC Regional Depot,Annapurna Atta,10kg,18,76.6,1378.8
PO06596,2023-08-15,Local Supplier,Horlicks,1kg,93,213.12,19820.16
PO06597,2023-08-15,Local Supplier,VIP Socks,2 pairs,52,139.91,7275.32
PO06598,2023-08-15,Local Supplier,Scotch Brite Scrub,3 pc,52,78.17,4064.84
PO06599,2023-08-15,Britannia Jaipur Hub,Monaco Crackers,160g,27,19.76,533.52
PO06600,2023-08-17,Local Supplier,Garbage Bags,30 pcs,64,41.17,2634.88
PO06601,2023-08-17,Local Supplier,Fortune Sunflower Oil,5L,99,144.76,14331.24
PO06602,2023-08-17,Local Supplier,Fair & Lovely Cream,100g,94,121.91,11459.54
PO06603,2023-08-17,Local Supplier,Horlicks,500g,81,199.45,16155.45
PO06604,2023-08-17,Local Supplier,Syska LED Strip,5m,60,255.95,15357.0
PO06605,2023-08-17,Britannia Jaipur Hub,Britannia Cheese Spread,180g,15,162.83,2442.45
PO06606,2023-08-17,Nestle C&F Jaipur,Nescafe Classic Coffee,50g,88,317.66,27954.08
PO06607,2023-08-17,Amul Cooperative Jaipur,Amul Ghee,500ml,29,442.08,12820.32
PO06608,2023-08-17,Britannia Jaipur Hub,Good Day Cookies,75g,52,110.94,5768.88
PO06609,2023-08-17,Local Supplier,MDH Haldi Powder,500g,18,194.15,3494.7
PO06610,2023-08-17,Local Supplier,Rupa Underwear,S,19,175.59,3336.21
PO06611,2023-08-17,Local Supplier,MDH Red Chilli Powder,250g,91,126.03,11468.73
PO06612,2023-08-17,ITC Regional Depot,Lays Chips,26g,21,167.4,3515.4
PO06613,2023-08-17,Local Supplier,MDH Red Chilli Powder,100g,29,190.77,5532.33
PO06614,2023-08-17,Dabur Tonk Depot,Rooh Afza,750ml,21,115.1,2417.1
PO06615,2023-08-17,Britannia Jaipur Hub,Hide & Seek,75g,52,54.15,2815.8
PO06616,2023-08-17,Local Supplier,Classmate Notebook,200 pages,42,33.43,1404.06
PO06617,2023-08-17,Local Supplier,Dove Shampoo,400ml,69,127.36,8787.84
PO06618,2023-08-17,Britannia Jaipur Hub,Britannia Biscuits,200g,98,55.17,5406.66
PO06619,2023-08-17,Local Supplier,Extension Board 4-pin,3m,21,153.3,3219.3
PO06620,2023-08-17,Local Supplier,Philips LED Bulb 12W,1 pc,18,212.96,3833.28
PO06621,2023-08-17,Local Supplier,VIP Socks,4 pairs,49,187.99,9211.51
PO06622,2023-08-17,ITC Regional Depot,Annapurna Atta,10kg,27,76.54,2066.58
PO06623,2023-08-17,Local Supplier,Surf Excel Detergent,1kg,78,65.78,5130.84
PO06624,2023-08-22,Britannia Jaipur Hub,Britannia Biscuits,100g,65,34.38,2234.7
PO06625,2023-08-22,Local Supplier,MDH Red Chilli Powder,500g,75,262.02,19651.5
PO06626,2023-08-22,Local Supplier,Garbage Bags,50 pcs,89,29.92,2662.88
PO06627,2023-08-22,Nestle C&F Jaipur,Nescafe Classic Coffee,100g,97,280.97,27254.09
PO06628,2023-08-22,Local Supplier,Fortune Sunflower Oil,1L,89,288.9,25712.1
PO06629,2023-08-22,Haldiram Distributors,Haldiram Namkeen,200g,29,39.56,1147.24
PO06630,2023-08-22,Local Supplier,Fortune Sunflower Oil,5L,52,144.47,7512.44
PO06631,2023-08-22,Local Supplier,MDH Haldi Powder,100g,23,370.52,8521.96
PO06632,2023-08-22,Local Supplier,Clinic Plus Shampoo,175ml,74,232.43,17199.82
PO06633,2023-08-22,Local Supplier,Anchor Switchboard,6 switch,47,310.64,14600.08
PO06634,2023-08-22,Britannia Jaipur Hub,Good Day Cookies,150g,59,65.6,3870.4
PO06635,2023-08-22,Local Supplier,Surf Excel Detergent,1kg,22,63.48,1396.56
PO06636,2023-08-22,Local Supplier,Mother Dairy Paneer,500g,72,610.64,43966.08
PO06637,2023-08-22,Local Supplier,Harpic Toilet Cleaner,1L,81,150.12,12159.72
PO06638,2023-08-22,Local Supplier,Colgate Toothpaste,200g,26,110.33,2868.58
PO06639,2023-08-22,Haldiram Distributors,Haldiram Namkeen,400g,19,157.23,2987.37
PO06640,2023-08-22,Local Supplier,Scotch Brite Scrub,1 pc,81,69.11,5597.91
PO06641,2023-08-22,Amul Cooperative Jaipur,Amul Butter,500g,39,40.41,1575.99
PO06642,2023-08-22,Local Supplier,Veet Hair Removal Cream,50g,74,210.67,15589.58
PO06643,2023-08-22,Nestle C&F Jaipur,Nescafe Classic Coffee,200g,87,297.37,25871.19
PO06644,2023-08-22,Local Supplier,Patanjali Kesh Kanti,450ml,44,310.23,13650.12
PO06645,2023-08-22,Parle Agencies Jaipur,Parle-G Biscuits,100g,53,19.49,1032.97
PO06646,2023-08-22,Local Supplier,Tang Powder,500g,82,105.95,8687.9
PO06647,2023-08-22,Local Supplier,Candle Pack,12 pcs,91,172.27,15676.57
PO06648,2023-08-22,Nestle C&F Jaipur,Nescafe Classic Coffee,50g,67,319.18,21385.06
PO06649,2023-08-22,Local Supplier,Colgate Toothpaste,300g,33,164.11,5415.63
PO06650,2023-08-22,Local Supplier,Horlicks,1kg,54,222.34,12006.36
PO06651,2023-08-22,Local Supplier,Godrej Hit Cockroach Spray,200ml,72,89.39,6436.08
PO06652,2023-08-22,ITC Regional Depot,Lays Chips,26g,17,166.43,2829.31
PO06653,2023-08-22,Local Supplier,Horlicks,500g,27,203.15,5485.05
PO06654,2023-08-24,Dabur Tonk Depot,Real Fruit Juice,2L,46,203.83,9376.18
PO06655,2023-08-24,ITC Regional Depot,Stapler Machine,Standard,34,50.94,1731.96
PO06656,2023-08-24,Parle Agencies Jaipur,Parle-G Biscuits,200g,28,182.62,5113.36
PO06657,2023-08-24,Dabur Tonk Depot,Rooh Afza,300ml,14,287.49,4024.86
PO06658,2023-08-24,Local Supplier,Saffola Gold Oil,1L,79,97.92,7735.68
PO06659,2023-08-24,Local Supplier,Patanjali Kesh Kanti,450ml,21,305.91,6424.11
PO06660,2023-08-24,Local Supplier,Lux Soap,150g,86,81.46,7005.56
PO06661,2023-08-24,Local Supplier,Tissue Box,100 sheets,32,23.34,746.88
PO06662,2023-08-24,Britannia Jaipur Hub,Monaco Crackers,80g,41,98.24,4027.84
PO06663,2023-08-24,Local Supplier,Classmate Notebook,200 pages,51,33.82,1724.82
PO06664,2023-08-24,Local Supplier,Yakult Probiotic,5 bottles,91,150.33,13680.03
PO06665,2023-08-24,Local Supplier,Head & Shoulders Shampoo,180ml,34,317.23,10785.82
PO06666,2023-08-24,Local Supplier,Marico Hair Oil,300ml,51,276.77,14115.27
PO06667,2023-08-24,Local Supplier,Garbage Bags,50 pcs,11,31.34,344.74
PO06668,2023-08-24,Local Supplier,Syska LED Strip,5m,10,256.09,2560.9
PO06669,2023-08-24,Local Supplier,Tang Powder,50g,43,220.32,9473.76
PO06670,2023-08-24,Amul Cooperative Jaipur,Amul Cheese Slices,400g,83,141.99,11785.17
PO06671,2023-08-24,Local Supplier,Anchor Switchboard,4 switch,25,316.94,7923.5
PO06672,2023-08-24,ITC Regional Depot,Lays Chips,73g,11,85.2,937.2
PO06673,2023-08-24,Local Supplier,Scotch Brite Scrub,2 pc,88,170.72,15023.36
PO06674,2023-08-24,ITC Regional Depot,Fevicol Glue,50ml,59,21.11,1245.49
PO06675,2023-08-24,Britannia Jaipur Hub,Bourbon Biscuits,200g,98,78.13,7656.74
PO06676,2023-08-24,Local Supplier,Handkerchief Pack,6 pcs,69,56.93,3928.17
PO06677,2023-08-24,Local Supplier,Colgate Toothpaste,300g,51,169.23,8630.73
PO06678,2023-08-24,Local Supplier,Jockey Vest,L,21,153.23,3217.83
PO06679,2023-08-24,Local Supplier,Tata Tea Premium,1kg,52,120.78,6280.56
PO06680,2023-08-24,Local Supplier,Parachute Coconut Oil,200ml,98,289.79,28399.42
PO06681,2023-08-24,Local Supplier,Paperboat Drinks,200ml,97,264.91,25696.27
PO06682,2023-08-24,Local Supplier,VIP Socks,4 pairs,63,181.28,11420.64
PO06683,2023-08-24,Local Supplier,Horlicks,1kg,62,215.19,13341.78
PO06684,2023-08-24,Local Supplier,Red Label Tea,500g,100,278.17,27817.0
PO06685,2023-08-29,Local Supplier,Fortune Sunflower Oil,1L,46,285.57,13136.22
PO06686,2023-08-29,Local Supplier,Everest Sabji Masala,50g,68,231.64,15751.52
PO06687,2023-08-29,Nestle C&F Jaipur,Nescafe Classic Coffee,100g,57,289.39,16495.23
PO06688,2023-08-29,ITC Regional Depot,Sunfeast Dark Fantasy,75g,99,101.76,10074.24
PO06689,2023-08-29,Local Supplier,Jockey Vest,S,94,209.06,19651.64
PO06690,2023-08-29,Local Supplier,Horlicks,200g,84,132.66,11143.44
PO06691,2023-08-29,Local Supplier,Lifebuoy Soap,250g,87,50.93,4430.91
PO06692,2023-08-29,Local Supplier,MDH Red Chilli Powder,500g,13,265.47,3451.11
PO06693,2023-08-29,Local Supplier,Saffola Gold Oil,5L,86,246.4,21190.4
PO06694,2023-08-29,Local Supplier,Scotch Tape,3 rolls,17,114.92,1953.64
PO06695,2023-08-29,Local Supplier,Good Knight Mosquito Coil,10 pcs,12,172.66,2071.92
PO06696,2023-08-29,Local Supplier,Extension Board 4-pin,1.5m,26,209.28,5441.28
PO06697,2023-08-29,Local Supplier,Dove Shampoo,400ml,61,124.86,7616.46
PO06698,2023-08-29,Local Supplier,Colgate Toothpaste,300g,27,168.43,4547.61
PO06699,2023-08-29,Local Supplier,Everest Sabji Masala,100g,53,256.12,13574.36
PO06700,2023-08-29,Local Supplier,Candle Pack,24 pcs,17,126.02,2142.34
PO06701,2023-08-29,Local Supplier,MDH Haldi Powder,250g,56,360.41,20182.96
PO06702,2023-08-29,Local Supplier,Surf Excel Detergent,500g,13,129.51,1683.63
PO06703,2023-08-29,Dabur Tonk Depot,Real Fruit Juice,1L,14,69.91,978.74
PO06704,2023-08-29,Amul Cooperative Jaipur,Amul Butter,500g,10,39.7,397.0
PO06705,2023-08-29,Local Supplier,Lizol Floor Cleaner,2L,30,23.1,693.0
PO06706,2023-08-29,Local Supplier,Candle Pack,12 pcs,71,167.9,11920.9
PO06707,2023-08-29,Local Supplier,Mother Dairy Paneer,200g,63,232.54,14650.02
PO06708,2023-08-29,Local Supplier,Tata Tea Premium,500g,63,36.79,2317.77
PO06709,2023-08-29,Local Supplier,Scotch Brite Scrub,1 pc,81,70.16,5682.96
PO06710,2023-08-29,Dabur Tonk Depot,Rooh Afza,750ml,67,116.05,7775.35
PO06711,2023-08-29,Parle Agencies Jaipur,Parle-G Biscuits,100g,64,19.27,1233.28
PO06712,2023-08-29,ITC Regional Depot,Fevicol Glue,100ml,21,100.77,2116.17
PO06713,2023-08-29,Local Supplier,Clinic Plus Shampoo,350ml,16,151.42,2422.72
PO06714,2023-08-29,Local Supplier,Rupa Underwear,L,89,170.92,15211.88
PO06715,2023-08-29,Local Supplier,Bajaj LED Bulb 9W,1 pc,18,250.71,4512.78
PO06716,2023-08-29,Local Supplier,Syska LED Strip,5m,93,242.66,22567.38
PO06717,2023-08-29,Amul Cooperative Jaipur,Amul Ghee,1L,82,484.7,39745.4
PO06718,2023-08-29,Local Supplier,Fortune Sunflower Oil,5L,65,146.5,9522.5
PO06719,2023-08-31,Nestle C&F Jaipur,Nestle Milkmaid,400g,46,521.69,23997.74
PO06720,2023-08-31,Local Supplier,Jockey Vest,S,77,207.84,16003.68
PO06721,2023-08-31,Local Supplier,Anchor Switchboard,6 switch,24,299.39,7185.36
PO06722,2023-08-31,Local Supplier,Godrej Hit Cockroach Spray,400ml,90,184.02,16561.8
PO06723,2023-08-31,Dabur Tonk Depot,Real Fruit Juice,2L,35,200.79,7027.65
PO06724,2023-08-31,Nestle C&F Jaipur,Nescafe Classic Coffee,100g,46,285.01,13110.46
PO06725,2023-08-31,Local Supplier,Rupa Underwear,L,21,169.02,3549.42
PO06726,2023-08-31,Local Supplier,Fair & Lovely Cream,100g,19,123.86,2353.34
PO06727,2023-08-31,Britannia Jaipur Hub,Bourbon Biscuits,200g,16,81.15,1298.4
PO06728,2023-08-31,Britannia Jaipur Hub,Britannia Biscuits,400g,90,148.18,13336.2
PO06729,2023-08-31,ITC Regional Depot,Fevicol Glue,50ml,73,21.14,1543.22
PO06730,2023-08-31,Local Supplier,Scotch Brite Scrub,2 pc,15,174.23,2613.45
PO06731,2023-08-31,Local Supplier,Marico Hair Oil,100ml,78,253.84,19799.52
PO06732,2023-08-31,Nestle C&F Jaipur,Nescafe Classic Coffee,50g,38,306.16,11634.08
PO06733,2023-08-31,Local Supplier,Harpic Toilet Cleaner,500ml,92,84.7,7792.4
PO06734,2023-08-31,Amul Cooperative Jaipur,Amul Ghee,1L,85,503.7,42814.5
PO06735,2023-08-31,Local Supplier,Good Knight Mosquito Coil,20 pcs,41,93.4,3829.4
PO06736,2023-08-31,Local Supplier,Pepsodent Toothpaste,70g,46,138.18,6356.28
PO06737,2023-08-31,Local Supplier,Anchor Switchboard,4 switch,17,313.26,5325.42
PO06738,2023-08-31,Local Supplier,Classmate Notebook,200 pages,61,33.55,2046.55
PO06739,2023-08-31,Local Supplier,Candle Pack,12 pcs,53,174.27,9236.31
PO06740,2023-08-31,Local Supplier,Lux Soap,75g,89,124.03,11038.67
PO06741,2023-08-31,Local Supplier,Mother Dairy Paneer,500g,98,610.38,59817.24
PO06742,2023-08-31,Local Supplier,Rupa Underwear,M,74,60.99,4513.26
PO06743,2023-08-31,Local Supplier,Fair & Lovely Cream,50g,36,41.65,1499.4
PO06744,2023-08-31,Local Supplier,Parachute Coconut Oil,500ml,84,161.56,13571.04
PO06745,2023-08-31,Local Supplier,VIP Socks,2 pairs,39,140.49,5479.11
PO06746,2023-08-31,Local Supplier,Marico Hair Oil,300ml,96,274.59,26360.64
PO06747,2023-08-31,Local Supplier,Parachute Coconut Oil,1L,18,203.24,3658.32
PO06748,2023-08-31,Local Supplier,Garbage Bags,50 pcs,27,31.37,846.99
PO06749,2023-09-05,Nestle C&F Jaipur,Nestle Milkmaid,400g,22,531.24,11687.28
PO06750,2023-09-05,Local Supplier,Fair & Lovely Cream,50g,55,42.42,2333.1
PO06751,2023-09-05,Haldiram Distributors,Haldiram Namkeen,200g,65,40.26,2616.9
PO06752,2023-09-05,Britannia Jaipur Hub,Britannia Biscuits,100g,47,35.61,1673.67
PO06753,2023-09-05,Local Supplier,Dove Shampoo,200ml,39,296.92,11579.88
PO06754,2023-09-05,Local Supplier,VIP Socks,4 pairs,13,187.9,2442.7
